level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
4	1	1	1	12	0	1880	1646	625	57	-1	
5	1	1	1	12	1	1880	1646	305	57	89.436523	GRY-BLU
5	1	1	1	12	2	2256	1649	91	54	96.714935	SOL.
5	1	1	1	12	3	2405	1649	100	54	96.789124	6
4	1	1	1	13	0	263	1681	2223	182	-1	
5	1	1	1	13	1	263	1689	15	174	87.685127	|
5	1	1	1	13	2	1088	1681	43	57	92.004677	Q
5	1	1	1	13	3	1629	1681	39	57	96.783760	3
5	1	1	1	13	4	2483	1764	3	2	78.420174	3
4	1	1	1	14	0	263	1788	5754	264	-1	
5	1	1	1	14	1	263	1886	13	166	96.023331	|
5	1	1	1	14	2	1341	1788	11	144	94.339996	|
5	1	1	1	14	3	1466	1892	121	56	67.763184	2J9
5	1	1	1	14	4	1706	1892	129	56	67.763184	2P9
5	1	1	1	14	5	3796	1980	2	3	57.855606	|
5	1	1	1	14	6	6015	1943	2	2	60.018688	|
4	1	1	1	15	0	1082	2001	4508	102	-1	
5	1	1	1	15	1	1082	2038	88	62	53.747696	os
5	1	1	1	15	2	1640	2041	7	56	77.753677	|
5	1	1	1	15	3	1882	2001	321	57	91.379417	BRN-ORN
5	1	1	1	15	4	2253	2004	153	56	78.725876	SOL.
5	1	1	1	15	5	2435	2004	46	56	78.725876	II
5	1	1	1	15	6	3160	2049	40	54	26.358253	r
5	1	1	1	15	7	5588	2031	2	2	20.749153	7
4	1	1	1	16	0	1080	2065	2143	121	-1	
5	1	1	1	16	1	1080	2065	135	119	90.523407	Q33
5	1	1	1	16	2	1632	2126	43	57	85.885895	7
5	1	1	1	16	3	1885	2086	321	57	90.863815	BRN-RED
5	1	1	1	16	4	2253	2086	249	57	32.264900	SOL.IO
5	1	1	1	16	5	2759	2072	31	92	64.903610	|
5	1	1	1	16	6	2828	2076	12	74	45.563110	|
5	1	1	1	16	7	3158	2105	65	81	55.341751	iD
4	1	1	1	17	0	1082	2154	2127	112	-1	
5	1	1	1	17	1	1082	2204	113	59	31.745255	Q31
5	1	1	1	17	2	1626	2206	44	57	95.429161	9
5	1	1	1	17	3	1883	2169	318	57	89.601669	BRN-BLK
5	1	1	1	17	4	2256	2169	230	57	74.702423	SOL.
5	1	1	1	17	5	2444	2147	48	93	74.702423	9
5	1	1	1	17	6	2763	2154	97	93	54.577309	|]
5	1	1	1	17	7	2898	2154	32	93	21.377151	ft
5	1	1	1	17	8	3166	2212	43	54	96.419014	9
4	1	1	1	18	0	1882	2236	4184	80	-1	
5	1	1	1	18	1	1882	2257	321	57	91.598679	BRN-YEL
5	1	1	1	18	2	2256	2260	238	56	45.748959	SOL.I2
5	1	1	1	18	3	3766	2236	189	64	65.110703	8L9.
5	1	1	1	18	4	4507	2241	174	59	72.490959	8LIO
5	1	1	1	18	5	5225	2244	140	59	8.151047	SLI
5	1	1	1	18	6	5926	2246	140	57	90.563377	8L7
4	1	1	1	19	0	263	2249	5920	157	-1	
5	1	1	1	19	1	263	2249	10	157	93.751907	|
5	1	1	1	19	2	1080	2294	128	60	87.452972	Q37
5	1	1	1	19	3	1629	2297	41	57	82.060211	2
5	1	1	1	19	4	1702	2249	26	154	71.332703	|
5	1	1	1	19	5	1882	2340	327	56	8.392830	>+-BRN-VEL
5	1	1	1	19	6	2256	2342	249	57	14.055214	SOL.12
5	1	1	1	19	7	3771	2257	260	132	78.565010	5-BANK
5	1	1	1	19	8	4064	2305	1	57	91.138199	#
5	1	1	1	19	9	4141	2306	22	56	85.448364	|
5	1	1	1	19	10	4504	2310	374	57	89.699692	5-BANK#2
5	1	1	1	19	11	4977	2356	3	2	83.583717	|
5	1	1	1	19	12	5138	2263	55	132	50.306061	|
5	1	1	1	19	13	5222	2313	379	57	50.306061	5-BANK#3
5	1	1	1	19	14	5926	2313	257	59	96.620140	LOWER
4	1	1	1	20	0	1080	2369	5089	70	-1	
5	1	1	1	20	1	1080	2380	134	56	92.256371	Q39
5	1	1	1	20	2	1627	2382	43	54	96.842224	3
5	1	1	1	20	3	3769	2369	235	65	96.133865	(LEFT)
5	1	1	1	20	4	4030	2374	182	57	93.298920	DROP
5	1	1	1	20	5	4504	2375	192	59	96.123978	DROP
5	1	1	1	20	6	5225	2380	198	56	96.424156	DROP
5	1	1	1	20	7	5926	2380	243	59	86.185410	EJECT
4	1	1	1	21	0	261	2420	6137	168	-1	
5	1	1	1	21	1	261	2420	11	168	94.857651	|
5	1	1	1	21	2	1080	2460	113	59	19.714417	Q4I
5	1	1	1	21	3	1626	2462	46	57	96.743088	4
5	1	1	1	21	4	1882	2420	327	59	90.606003	BRN-BLU
5	1	1	1	21	5	2256	2422	249	57	70.126053	SOL.I4
5	1	1	1	21	6	3774	2441	278	57	96.754982	TARGET
5	1	1	1	21	7	4504	2446	291	57	96.787468	TARGET
5	1	1	1	21	8	5225	2449	286	57	96.429771	TARGET
5	1	1	1	21	9	5929	2449	201	57	96.333717	HOLE
5	1	1	1	21	10	6393	2460	5	64	44.534012	|
4	1	1	1	22	0	3350	2498	3050	114	-1	
5	1	1	1	22	1	3350	2498	190	114	66.611145	8DI37
5	1	1	1	22	2	3776	2508	230	96	87.135704	RESET
5	1	1	1	22	3	4062	2545	200	57	0.000000	gpi3¢
5	1	1	1	22	4	4505	2516	227	90	91.632561	RESET
5	1	1	1	22	5	4774	2545	203	57	60.422958	gpi39
5	1	1	1	22	6	5225	2518	233	54	93.042496	RESET
5	1	1	1	22	7	5494	2548	193	56	71.828323	gni35
5	1	1	1	22	8	6225	2545	175	57	30.374649	BDIZ¢
4	1	1	1	23	0	258	2612	3807	210	-1	
5	1	1	1	23	1	258	2612	17	155	49.582008	|
5	1	1	1	23	2	1336	2649	12	173	94.841347	|
5	1	1	1	23	3	2248	2673	3	3	31.894676	|
5	1	1	1	23	4	3139	2673	87	54	96.209015	36
5	1	1	1	23	5	4008	2684	57	69	73.398682	—
4	1	1	1	24	0	3771	2737	2329	103	-1	
5	1	1	1	24	1	3771	2763	163	57	68.173920	BLI2
5	1	1	1	24	2	4019	2761	54	65	15.770416	«|
5	1	1	1	24	3	4500	2766	166	57	41.591778	8LI3
5	1	1	1	24	4	5225	2737	168	103	43.276920	8LIS5
5	1	1	1	24	5	5929	2769	171	57	42.959026	8LI9
4	1	1	1	25	0	1336	2841	5059	203	-1	
5	1	1	1	25	1	1336	2841	13	187	89.506088	|
5	1	1	1	25	2	1979	2961	2	3	39.018410	|
5	1	1	1	25	3	3160	2948	3	2	42.719986	|
5	1	1	1	25	4	3353	2945	188	85	34.309868	8D140
5	1	1	1	25	5	3768	2974	284	56	88.551964	TARGET
5	1	1	1	25	6	4083	2955	161	57	31.623360	8DI!4
5	1	1	1	25	7	4504	2945	193	91	88.220856	DROP
5	1	1	1	25	8	4777	2963	200	57	78.438141	8DI46
5	1	1	1	25	9	5219	2959	225	85	92.982384	TARGET
5	1	1	1	25	10	5498	2963	194	60	53.980782	8DI47
5	1	1	1	25	11	6228	2938	167	82	30.498642	SDI4
4	1	1	1	26	0	258	2987	5290	158	-1	
5	1	1	1	26	1	258	2987	10	158	95.904114	|
5	1	1	1	26	2	3070	3054	144	56	7.642471	.it2
5	1	1	1	26	3	3763	3043	235	54	95.972374	RESET
5	1	1	1	26	4	4504	3051	295	57	95.344093	TARGET
5	1	1	1	26	5	5219	3038	329	57	96.261505	RELEASE
4	1	1	1	27	0	1336	3049	3934	163	-1	
5	1	1	1	27	1	1336	3049	11	163	94.430618	|
5	1	1	1	27	2	2755	3082	41	98	66.846848	|
5	1	1	1	27	3	2828	3087	7	81	67.065750	|
5	1	1	1	27	4	2942	3087	72	81	67.065750	|
5	1	1	1	27	5	3152	3147	57	54	62.368141	3
5	1	1	1	27	6	4011	3140	3	2	48.061146	|
5	1	1	1	27	7	4504	3118	236	57	96.759476	RESET
5	1	1	1	27	8	5222	3158	48	30	0.000000	.
4	1	1	1	28	0	255	3177	5125	163	-1	
5	1	1	1	28	1	255	3177	13	163	94.886711	|
5	1	1	1	28	2	1426	3182	148	57	38.203777	2JI2
5	1	1	1	28	3	1706	3185	161	54	33.480225	2Pl2
5	1	1	1	28	4	2758	3177	256	74	29.282257	PT
5	1	1	1	28	5	3152	3233	68	56	46.995995	ia
5	1	1	1	28	6	4028	3252	90	29	62.760647	_
5	1	1	1	28	7	4929	3278	5	3	51.891441	_
5	1	1	1	28	8	5377	3270	3	3	57.038727	|
4	1	1	1	29	0	1077	3258	3953	127	-1	
5	1	1	1	29	1	1077	3320	94	60	69.514633	06
5	1	1	1	29	2	1618	3323	44	57	93.376389	3
5	1	1	1	29	3	1880	3281	323	59	90.499069	BLU-ORN
5	1	1	1	29	4	2251	3283	152	59	88.515282	SOL.
5	1	1	1	29	5	2433	3286	61	54	44.458595	19
5	1	1	1	29	6	2758	3258	256	92	12.460976	ft
5	1	1	1	29	7	3150	3328	62	57	20.239609	lie
5	1	1	1	29	8	4868	3318	162	8	21.603500	a
4	1	1	1	30	0	255	3358	4660	176	-1	
5	1	1	1	30	1	255	3366	12	163	92.315430	|
5	1	1	1	30	2	1078	3422	96	56	15.461388	Os
5	1	1	1	30	3	1618	3422	42	56	70.999100	5
5	1	1	1	30	4	1878	3384	320	57	86.164200	BLU-YEL
5	1	1	1	30	5	2256	3384	272	60	86.164200	SOL.20
5	1	1	1	30	6	2758	3358	256	176	19.374687	+
5	1	1	1	30	7	3128	3427	94	57	91.529770	20
5	1	1	1	30	8	4790	3384	125	14	0.000000	_
4	1	1	1	31	0	253	3510	3467	208	-1	
5	1	1	1	31	1	253	3555	13	163	93.315475	|
5	1	1	1	31	2	1072	3603	96	57	52.507332	02
5	1	1	1	31	3	1618	3603	42	57	84.562042	7
5	1	1	1	31	4	1877	3560	329	57	92.973351	BLU-BRN
5	1	1	1	31	5	2253	3560	156	59	76.385101	SOL.
5	1	1	1	31	6	2437	3560	65	57	76.385101	I7
5	1	1	1	31	7	2841	3527	170	104	53.286865	na
5	1	1	1	31	8	3142	3510	63	152	0.000000	-
5	1	1	1	31	9	3715	3531	5	3	0.000000	]
4	1	1	1	32	0	1075	3634	3561	114	-1	
5	1	1	1	32	1	1075	3688	99	57	83.710907	04
5	1	1	1	32	2	1616	3691	48	54	79.104568	4
5	1	1	1	32	3	1696	3622	128	127	10.730927	|>4
5	1	1	1	32	4	1877	3648	329	59	10.730927	BLU-RED
5	1	1	1	32	5	2253	3622	142	127	2.815750	SOL.
5	1	1	1	32	6	2426	3651	81	57	2.815750	18
5	1	1	1	32	7	2841	3634	368	114	38.698975	lig
5	1	1	1	32	8	3686	3734	3	3	91.775871	|
5	1	1	1	32	9	3958	3729	2	2	92.442116	|
5	1	1	1	32	10	4633	3716	3	2	85.629181	|
4	1	1	1	33	0	253	3719	2966	165	-1	
5	1	1	1	33	1	253	3739	11	145	94.304901	|
5	1	1	1	33	2	1077	3779	118	57	33.924805	ale
5	1	1	1	33	3	1621	3782	43	54	94.731499	9
5	1	1	1	33	4	1877	3742	321	56	91.744843	BLU-BLK
5	1	1	1	33	5	2248	3742	155	56	95.681396	SOL.
5	1	1	1	33	6	2432	3742	91	56	96.815025	22
5	1	1	1	33	7	2837	3719	33	98	19.738907	|
5	1	1	1	33	8	3131	3782	88	56	65.030502	22
4	1	1	1	34	0	474	3812	2732	144	-1	
5	1	1	1	34	1	474	3840	170	116	31.154671	GT
5	1	1	1	34	2	763	3840	184	60	31.154671	71
5	1	1	1	34	3	1074	3872	124	57	59.805374	ato
5	1	1	1	34	4	1618	3872	40	57	82.619370	3
5	1	1	1	34	5	1880	3832	326	57	91.054672	BLU-GRN
5	1	1	1	34	6	2248	3832	157	57	93.810303	SOL.
5	1	1	1	34	7	2435	3832	67	57	66.909729	21
5	1	1	1	34	8	2841	3812	170	84	0.000000	DA
5	1	1	1	34	9	3139	3872	67	57	0.000000	Py
4	1	1	1	35	0	520	3880	4884	153	-1	
5	1	1	1	35	1	520	3886	79	67	66.796249	Zi
5	1	1	1	35	2	933	3912	9	121	92.344963	|
5	1	1	1	35	3	1048	3942	8	8	0.000000	.
5	1	1	1	35	4	2837	3880	27	108	0.000000	T
5	1	1	1	35	5	5401	3947	3	5	0.556213	:
4	1	1	1	36	0	253	3907	2967	147	-1	
5	1	1	1	36	1	253	3907	10	147	94.772606	|
5	1	1	1	36	2	1616	3958	40	54	93.956360	2
5	1	1	1	36	3	3132	3963	88	54	96.848663	35
4	1	1	1	37	0	250	4046	3684	184	-1	
5	1	1	1	37	1	250	4078	17	152	74.892532	|
5	1	1	1	37	2	338	4064	153	142	43.774132	=|
5	1	1	1	37	3	1632	4046	11	54	66.596130	|
5	1	1	1	37	4	3798	4060	136	127	56.292912	gc
4	1	1	1	38	0	349	4138	4100	106	-1	
5	1	1	1	38	1	349	4142	58	30	15.418732	~
5	1	1	1	38	2	614	4138	212	106	6.913849	r™7
5	1	1	1	38	3	3672	4163	38	35	96.745796	+
5	1	1	1	38	4	4020	4159	15	15	65.454773	1
5	1	1	1	38	5	4110	4161	13	13	65.454773	{
5	1	1	1	38	6	4198	4163	251	57	40.911827	ssw67
4	1	1	1	39	0	3787	4224	333	59	-1	
5	1	1	1	39	1	3787	4224	139	54	21.704720	SRB
5	1	1	1	39	2	4017	4268	103	15	52.835812	ol.
4	1	1	1	40	0	250	4204	4226	194	-1	
5	1	1	1	40	1	250	4262	10	136	88.996819	|
5	1	1	1	40	2	472	4204	367	117	61.525742	L___
5	1	1	1	40	3	887	4208	57	92	63.237488	J
5	1	1	1	40	4	1330	4211	11	166	94.573769	|
5	1	1	1	40	5	1413	4272	155	57	33.917068	2J/3
5	1	1	1	40	6	1690	4272	164	57	42.306892	2PIZ3
5	1	1	1	40	7	3787	4290	123	80	43.406982	ore)
5	1	1	1	40	8	4198	4232	278	129	96.223816	KICKER
4	1	1	1	41	0	1872	4374	334	58	-1	
5	1	1	1	41	1	1872	4374	334	58	90.038567	ORN-BLK
4	1	1	1	42	0	693	4411	2476	58	-1	
5	1	1	1	42	1	693	4456	9	12	56.906094	.
5	1	1	1	42	2	1037	4456	11	13	28.539078	.
5	1	1	1	42	3	3128	4411	41	57	96.143524	2
4	1	1	1	43	0	544	4534	2670	117	-1	
5	1	1	1	43	1	544	4544	155	105	93.983772	SOL.
5	1	1	1	43	2	736	4592	70	57	93.983772	18
5	1	1	1	43	3	856	4545	192	104	94.927307	SPEC.
5	1	1	1	43	4	1080	4592	107	59	94.927307	SW
5	1	1	1	43	5	1616	4589	43	57	96.712517	3
5	1	1	1	43	6	1874	4552	175	57	90.804932	ORN-
5	1	1	1	43	7	2077	4552	132	57	95.602051	RED
5	1	1	1	43	8	2590	4534	418	82	18.049561	a
5	1	1	1	43	9	3044	4530	56	131	27.105415	a
4	1	1	1	44	0	1872	4625	1136	84	-1	
5	1	1	1	44	1	1872	4645	331	57	84.081718	ORN-YEL
5	1	1	1	44	2	2590	4625	418	84	15.247284	Sf
4	1	1	1	45	0	250	4627	3399	165	-1	
5	1	1	1	45	1	250	4627	11	158	94.020279	|
5	1	1	1	45	2	541	4683	158	56	92.002235	SOL.
5	1	1	1	45	3	730	4683	92	56	92.002235	20
5	1	1	1	45	4	861	4683	195	59	95.100021	SPEC.
5	1	1	1	45	5	1088	4685	104	57	95.599472	SW
5	1	1	1	45	6	1610	4683	674	56	16.036751	*|7TorN-GRN.
5	1	1	1	45	7	2587	4679	449	129	38.588951	Lid
5	1	1	1	45	8	3126	4683	86	59	34.059441	AE
5	1	1	1	45	9	3512	4688	137	54	0.000000	N7e
4	1	1	1	46	0	541	4760	3105	123	-1	
5	1	1	1	46	1	541	4760	155	57	91.198586	SOL.
5	1	1	1	46	2	733	4760	70	57	47.026474	21'
5	1	1	1	46	3	858	4763	196	56	94.468414	SPEC.
5	1	1	1	46	4	1088	4763	102	56	96.720230	SW
5	1	1	1	46	5	1616	4765	43	57	56.183327	8
5	1	1	1	46	6	1693	4759	24	139	45.319122	|
5	1	1	1	46	7	1803	4795	1205	88	0.000000	>Torn-ptu
5	1	1	1	46	8	2527	4759	255	139	0.000000	|
5	1	1	1	46	9	2920	4759	140	139	0.000000	_S
5	1	1	1	46	10	3126	4768	86	57	35.891357	|8
5	1	1	1	46	11	3512	4768	134	57	39.976116	ve
4	1	1	1	47	0	250	4813	3391	148	-1	
5	1	1	1	47	1	250	4813	9	148	94.477341	|
5	1	1	1	47	2	544	4853	160	57	96.254189	SOL.
5	1	1	1	47	3	736	4853	91	57	96.473236	22
5	1	1	1	47	4	861	4853	195	59	96.572327	SPEC.
5	1	1	1	47	5	1088	4856	104	57	96.833549	SW
5	1	1	1	47	6	1613	4856	43	56	96.860062	9
5	1	1	1	47	7	1928	4821	230	54	46.956577	RN-BL.
5	1	1	1	47	8	3126	4859	88	56	96.631630	29
5	1	1	1	47	9	3507	4861	134	57	92.431313	N/C
4	1	1	1	48	0	242	5306	3724	156	-1	
5	1	1	1	48	1	242	5306	10	156	94.769394	|
5	1	1	1	48	2	1456	5341	109	59	12.862083	7Jl
5	1	1	1	48	3	1693	5344	121	56	12.862083	 7PI
5	1	1	1	48	4	3961	5400	5	3	56.400070	|
4	1	1	1	49	0	2021	5384	219	56	-1	
5	1	1	1	49	1	2021	5384	219	56	96.403069	RIGHT
4	1	1	1	50	0	373	5429	5068	78	-1	
5	1	1	1	50	1	373	5429	206	57	96.163826	RIGHT
5	1	1	1	50	2	2024	5451	166	56	84.770821	FLIP
5	1	1	1	50	3	5438	5504	3	2	46.389778	|
4	1	1	1	51	0	1613	5611	3124	112	-1	
5	1	1	1	51	1	1613	5666	39	57	74.043625	3
5	1	1	1	51	2	2024	5629	168	57	92.861572	BLU-
5	1	1	1	51	3	2221	5629	121	57	88.857384	VIO
5	1	1	1	51	4	2662	5611	341	82	28.159294	EE
5	1	1	1	51	5	3027	5607	62	123	8.069496	Ds
5	1	1	1	51	6	3126	5666	94	57	28.814613	9
5	1	1	1	51	7	3262	5607	52	123	5.092102	ps
4	1	1	1	52	0	242	5664	4495	179	-1	
5	1	1	1	52	1	242	5664	12	179	93.652908	|
5	1	1	1	52	2	1600	5755	67	58	0.000000	iof>-_}|
5	1	1	1	52	3	1795	5699	858	84	35.759918	Biu-cry
5	1	1	1	52	4	2539	5695	154	123	34.851746	|
5	1	1	1	52	5	3059	5742	158	72	6.771202	ep
4	1	1	1	53	0	367	5790	5989	122	-1	
5	1	1	1	53	1	367	5832	191	56	95.274628	LEFT
5	1	1	1	53	2	1586	5850	90	57	92.960358	30
5	1	1	1	53	3	2024	5813	167	57	64.651199	BLK-
5	1	1	1	53	4	2227	5813	115	57	96.658546	BLU
5	1	1	1	53	5	2662	5790	341	90	19.843605	a
5	1	1	1	53	6	3131	5856	70	56	29.693382	Ds
5	1	1	1	53	7	6354	5885	2	3	51.081940	|
4	1	1	1	54	0	239	5858	2303	166	-1	
5	1	1	1	54	1	239	5858	11	166	95.639122	|
5	1	1	1	54	2	301	5898	313	60	96.724457	FLIPPER
5	1	1	1	54	3	2024	5904	179	56	96.850014	LEFT
5	1	1	1	54	4	2235	5904	307	59	94.008255	FLIPPER
4	1	1	1	55	0	319	5944	1324	78	-1	
5	1	1	1	55	1	319	5965	281	57	90.886406	BUTTON
5	1	1	1	55	2	622	5939	41	97	88.061035	/
5	1	1	1	55	3	758	5995	2	2	88.061035	o
5	1	1	1	55	4	1600	5944	43	54	93.434029	9
4	1	1	1	56	0	239	6045	2397	163	-1	
5	1	1	1	56	1	239	6045	11	161	94.851425	|
5	1	1	1	56	2	1914	6064	11	144	93.198128	|
5	1	1	1	56	3	2285	6090	183	57	91.430405	WHT-
5	1	1	1	56	4	2497	6090	139	57	96.781631	RED
4	1	1	1	57	0	239	6216	4205	163	-1	
5	1	1	1	57	1	235	6212	55	163	93.660339	|
5	1	1	1	57	2	239	6216	284	155	96.318840	PART
5	1	1	1	57	3	557	6253	117	67	96.318840	OF
5	1	1	1	57	4	704	6253	384	70	85.305412	CABINET
5	1	1	1	57	5	1166	6234	2	3	0.000000	—
5	1	1	1	57	6	1797	6231	131	145	72.158707	|
5	1	1	1	57	7	2059	6242	62	30	42.848095	7
5	1	1	1	57	8	2710	6322	2	3	68.561867	|
5	1	1	1	57	9	3136	6314	241	59	95.266373	UPPER
5	1	1	1	57	10	4190	6319	254	60	95.478073	UPPER
4	1	1	1	58	0	1120	6386	3443	62	-1	
5	1	1	1	58	1	1120	6386	2	3	0.000000	]
5	1	1	1	58	2	3171	6389	185	56	91.081512	LEFT
5	1	1	1	58	3	3460	6403	12	12	0.000000	f
5	1	1	1	58	4	4230	6392	217	56	84.464607	RIGHT
5	1	1	1	58	5	4551	6405	12	13	74.674164	f
4	1	1	1	59	0	3104	6463	3092	73	-1	
5	1	1	1	59	1	3104	6463	297	57	93.243370	FLIPPER
5	1	1	1	59	2	3457	6510	13	12	61.813530	/,
5	1	1	1	59	3	4198	6469	365	58	72.224838	FLIPPER/,
5	1	1	1	59	4	6194	6533	2	3	52.583714	|
4	1	1	1	60	0	3683	6546	1628	75	-1	
5	1	1	1	60	1	3683	6551	182	60	86.204018	8L26
5	1	1	1	60	2	3919	6521	52	103	59.528450	|
5	1	1	1	60	3	4006	6551	214	57	53.414848	8DI52
5	1	1	1	60	4	4726	6546	238	67	41.850586	‘$8L27
5	1	1	1	60	5	5028	6525	43	102	78.725304	|
5	1	1	1	60	6	5102	6554	209	67	51.409000	8DI85
4	1	1	1	61	0	1429	6877	4855	72	-1	
5	1	1	1	61	1	1429	6882	139	59	56.169441	3J3
5	1	1	1	61	2	1690	6884	134	57	70.699524	3P3
5	1	1	1	61	3	2955	6879	141	54	1.195297	SP2
5	1	1	1	61	4	3227	6879	131	57	4.218887	8J2
4	1	1	1	62	0	2283	6964	1769	62	-1	
5	1	1	1	62	1	2283	6964	136	57	96.352631	BLU
5	1	1	1	62	2	4049	7024	3	2	58.084137	|
4	1	1	1	63	0	570	7015	3682	109	-1	
5	1	1	1	63	1	570	7047	332	59	96.434113	FLIPPER
5	1	1	1	63	2	949	7050	102	54	95.546364	B+
5	1	1	1	63	3	1592	7015	46	54	96.445213	4
5	1	1	1	63	4	3119	7016	87	108	73.631401	23
4	1	1	1	64	0	573	7116	1849	84	-1	
5	1	1	1	64	1	573	7116	209	84	96.555466	FROM
5	1	1	1	64	2	805	7116	257	84	96.735420	POWER
5	1	1	1	64	3	2292	7194	130	6	0.000000	a
